"id","domain","area","title","method","nonBlocking","codeReferences"
"V2-MOB-003","Mobile cockpit geometry and interaction","mobile","The building remains visible when the unit card opens","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-004","Mobile cockpit geometry and interaction","mobile","The unit card uses a compact bottom sheet at 320px","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-005","Mobile cockpit geometry and interaction","mobile","The unit card uses a compact bottom sheet at 390px","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-006","Mobile cockpit geometry and interaction","mobile","The bottom sheet has one internal scroll region at most","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-007","Mobile cockpit geometry and interaction","mobile","Closing the sheet removes it visually and from pointer hit-testing","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-008","Mobile cockpit geometry and interaction","mobile","Closing the sheet restores focus to its trigger","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-009","Mobile cockpit geometry and interaction","mobile","Model center does not shift when the sheet opens","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-010","Mobile cockpit geometry and interaction","mobile","Model orbit remains usable above the sheet","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-011","Mobile cockpit geometry and interaction","mobile","Model hotspots are not covered by fixed conversion CTAs","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-012","Mobile cockpit geometry and interaction","mobile","Accessibility widget has a reserved non-overlapping slot","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-013","Mobile cockpit geometry and interaction","mobile","Pannellum canvas fits the viewport width","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-014","Mobile cockpit geometry and interaction","mobile","Pannellum controls remain inside the viewport","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-015","Mobile cockpit geometry and interaction","mobile","Mapbox canvas fits the viewport width","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-016","Mobile cockpit geometry and interaction","mobile","Map controls remain inside the viewport","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-017","Mobile cockpit geometry and interaction","mobile","Studio toolbar wraps or scrolls within its own container","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-018","Mobile cockpit geometry and interaction","mobile","Studio close button remains visible","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-019","Mobile cockpit geometry and interaction","mobile","All primary controls meet the product target of 44x44 CSS px","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-020","Mobile cockpit geometry and interaction","mobile","Every undersized map pin has an equivalent list control","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-021","Mobile cockpit geometry and interaction","mobile","Text remains readable at 200 percent zoom","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-022","Mobile cockpit geometry and interaction","mobile","Non-map content reflows at 320 CSS px","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-023","Mobile cockpit geometry and interaction","mobile","Focused elements are not obscured by sticky layers","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-024","Mobile cockpit geometry and interaction","mobile","Safe-area insets are applied to bottom actions","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-025","Mobile cockpit geometry and interaction","mobile","Landscape orientation preserves primary actions","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-026","Mobile cockpit geometry and interaction","mobile","Touch scroll does not accidentally orbit the model","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-027","Mobile cockpit geometry and interaction","mobile","Orbit gesture does not trap vertical page scrolling","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-028","Mobile cockpit geometry and interaction","mobile","One tap activates a visible response within 200ms when loaded","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-029","Mobile cockpit geometry and interaction","mobile","Loading indicator disappears when the module becomes usable","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-030","Mobile cockpit geometry and interaction","mobile","Error recovery is a buyer action, not developer copy","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-031","Mobile cockpit geometry and interaction","mobile","Virtual keyboard does not hide inquiry submit controls","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-032","Mobile cockpit geometry and interaction","mobile","Long Hebrew and Arabic labels wrap without clipping","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-033","Mobile cockpit geometry and interaction","mobile","LTR languages reverse layout without moving spatial directions","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-034","Mobile cockpit geometry and interaction","mobile","Back/close controls stay in a consistent corner by direction","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-MOB-035","Mobile cockpit geometry and interaction","mobile","No nested scroll reset loses the current unit","browser click replay+bounding boxes","true","plugins/nadlan-config/assets/showroom-engine/showroom.css | plugins/nadlan-config/assets/showroom-engine/mv-ux.js"
"V2-SEL-001","3D model and unit selection","selection","Poster is visually aligned with the loaded model","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-002","3D model and unit selection","selection","Model has an explicit loaded state","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-003","3D model and unit selection","selection","Model has an explicit error state","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-004","3D model and unit selection","selection","GLB URL returns 200 with a model MIME type","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-005","3D model and unit selection","selection","GLB semantic version is recorded","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-006","3D model and unit selection","selection","Camera opening orbit is defined per project","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
